school,type,BA,BA_url,MA,MA_url,lang,lang_url
김천대학교,univ,2026_or_older,https://ibhak.gimcheon.ac.kr/site/ibhak/html/sub5/0501.html,2026_or_older,https://acceptgrad.gimcheon.ac.kr/ipsi/ipsi00101.do,2026_or_older,https://gimcheon.ac.kr/site/english/html/sub3/0302.html
나사렛대학교,univ,2027_own,https://ipsi.kornu.ac.kr/bbs/ipsi/896/117082/artclView.do,not_found,,not_found,https://www.kornu.ac.kr/
남부대학교,univ,2027_own,https://ipsi.nambu.ac.kr/board/IPSI_BOARD_008/boardView.do?menuCd=ipsi005002&bdId=BD_00000000000109757,2026_or_older,https://global.nambu.ac.kr/board/GLOBAL_BOARD_0006/boardList.do?menuCd=dept_globa002003002,2026_or_older,https://global.nambu.ac.kr/content/view.do?menuCd=dept_globa002003
남서울대학교,univ,2026_or_older,https://www.nsu.ac.kr/?m1=page&menu_id=213,unknown_year,https://gr.nsu.ac.kr/kor/21/pdfViewer/CAT006,unknown_year,https://nice.nsu.ac.kr/?p=14
단국대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://grad.dankook.ac.kr/-94,2027_guide,https://klc.dankook.ac.kr/-11
대구가톨릭대학교,univ,2026_or_older,https://ibsi.cu.ac.kr/kor/foreigner/doctrine/view.do,2026_or_older,https://graduate.cu.ac.kr/sub03/sub02.htm,2026_or_older,https://academics.cu.ac.kr/home/detail/etc/klei/
대구대학교,univ,2026_or_older,https://ipsi.daegu.ac.kr/kor/article/ATCL21/19932?mno=,2026_or_older,https://grad.daegu.ac.kr/,unknown_year,https://global.daegu.ac.kr/
대구예술대학교,univ,2026_or_older,https://ipsi.dgau.ac.kr/fore.php,not_found,https://ipsi.dgau.ac.kr/notice_fore,not_found,https://www.dgau.ac.kr/
대구한의대학교,univ,2026_or_older,https://www.dhu.ac.kr/admission/sub.htm?nav_code=ibs1636690765,2026_or_older,http://www.dhu.ac.kr/HOME/graduate/,2026_or_older,https://www.dhu.ac.kr/HOME/exchange/sub.htm?nav_code=exc1574837598
대신대학교,univ,2026_or_older,http://www.daeshin.ac.kr/html/02_admission/01_5.php,2026_or_older,https://www.daeshin.ac.kr/,2026_or_older,https://www.daeshin.ac.kr/html/03_edu/03_4_1.php
대전가톨릭대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://www.dcatholic.ac.kr/univ/s2/graduate.php,not_found,https://dcatholic.ac.kr/
대전대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://www.dju.ac.kr/gdhl/main.do,unknown_year,https://www.dju.ac.kr/intro/global/cntnts.html?mi=7425
대진대학교,univ,unknown_year,https://www.daejin.ac.kr/abroad/5220/subview.do,2026_or_older,https://www.daejin.ac.kr/abroad/5220/subview.do,2026_or_older,https://www.daejin.ac.kr/abroad/5220/subview.do
덕성여자대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://graduate.duksung.ac.kr/,2026_or_older,https://dilc.ds.ac.kr/eng_kor/kor03.php
동국대학교,univ,2027_own,https://ipsi.dongguk.ac.kr/article/notice/detail/111277,2026_or_older,https://gs.dongguk.edu/,2026_or_older,https://interlang.dongguk.edu/index_kr.php
동덕여자대학교,univ,2027_own,https://ipsi.dongduk.ac.kr/ipsi/contents/info-list.do,2026_or_older,https://grad.dongduk.ac.kr/,2026_or_older,https://kli.dongduk.ac.kr/
동명대학교,univ,2026_or_older,https://www.tu.ac.kr/global/sub05_01.do?mode=view&articleNo=150106&title=2026%ED%95%99%EB%85%84%EB%8F%84+2%ED%95%99%EA%B8%B0+%ED%95%99%EB%B6%80%2C+%EB%8C%80%ED%95%99%EC%9B%90+%EC%99%B8%EA%B5%AD%EC%9D%B8%EC%9C%A0%ED%95%99%EC%83%9D+%ED%8A%B9%EB%B3%84%EC%A0%84%ED%98%95+%EB%AA%A8%EC%A7%91+%EC%95%88%EB%82%B4,2026_or_older,https://www.tu.ac.kr/gs/sub02_02.do,2026_or_older,https://www.tu.ac.kr/kli/index.do
동서대학교,univ,2026_or_older,https://uni.dongseo.ac.kr/iec/index.php?pCode=admission&mode=view&idx=106,2026_or_older,https://uni.dongseo.ac.kr/iec/index.php?pCode=admission,2026_or_older,https://uni.dongseo.ac.kr/iec/index.php?pCode=admission&mode=view&idx=748
동신대학교,univ,2027_adiga,adiga_2027 (downloaded),unknown_year,https://graduate.dsu.ac.kr/graduate/?pCode=notice,unknown_year,https://ie.dsu.ac.kr/ie/index.php?pCode=korprogram
동아대학교,univ,2026_or_older,https://ent.donga.ac.kr/admission/html/abroad/notice.asp,2026_or_older,http://donga.ac.kr/global/CMS/Board/Board.do?mCode=MN044,not_found,https://ent.donga.ac.kr/
동양대학교,univ,unknown_year,https://ipsi.dyu.ac.kr/,unknown_year,https://grad.dyu.ac.kr/,unknown_year,https://korean1.dyu.ac.kr/curriculum/dongducheon/
동의대학교,univ,2026_or_older,https://deuhome.deu.ac.kr/exchange/sub06_01_03.do,2026_or_older,https://www.deu.ac.kr/exchange/sub05_01.do,2026_or_older,https://deuhome.deu.ac.kr/language/sub08_01.do
루터대학교,univ,2027_adiga,adiga_2027 (downloaded),not_found,http://ltu-gradtheology.ac.kr/,not_found,http://ltu.ac.kr/rulebook/5-8-1.pdf
명지대학교,univ,2027_own,http://iphak.mju.ac.kr/pages/?p=20&b=B_1_1&cate=재외국민,2026_or_older,https://globaluniv.mycafe24.com/mju/brochure/gra_eng.pdf,2027_guide,https://klec.mju.ac.kr/application/application_01.php
목원대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://www.mokwon.ac.kr/gs/,unknown_year,https://www.mokwon.ac.kr/klec/html/sub02/0201.html
목포가톨릭대학교,univ,unknown_year,http://www.mcu.ac.kr/ipsi/bb/bbBoard.php?action=view&pageID=ipsi0501000000&boardID=IPSI_NOTICE&SEQ=18743296,not_found,https://www.mcu.ac.kr/ipsi/,not_found,https://www.mcu.ac.kr/
배재대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://dept.pcu.ac.kr/dept/inter/sub04/sub040102.jsp,unknown_year,https://dept.pcu.ac.kr/dept/eckfl/_kor/sub03/sub3_0101.jsp
백석대학교,univ,2027_own,https://ipsi.bu.ac.kr/files/ipsi/menu/202606/cf260dc1b95d338b195cc2184deb229e.pdf,2026_or_older,https://community.bu.ac.kr/graduateschool/6354/subview.do,unknown_year,https://www.bu.ac.kr/bulanguage/9415/subview.do
부산가톨릭대학교,univ,2026_or_older,https://ipsi.cup.ac.kr/cup/ipsi/front/pdfView075000000000000.do,2026_or_older,https://graduate.cup.ac.kr/organ/graduate/front/conts/103002000000000.do,unknown_year,https://text.cup.ac.kr/organ/ext/front/conts/106003001000000.do
부산대학교,univ,2027_own,https://okep.moe.go.kr/board/view.do?board_manager_seq=16&menu_seq=22&board_seq=26938,2027_guide,https://cdfs.pusan.ac.kr/bbs/cdfs/84/1453755/artclView.do,unknown_year,https://lei.pusan.ac.kr/
부산외국어대학교,univ,2027_own,https://enter.bufs.ac.kr/bbs/board.php?bo_table=download&wr_id=196&device=pc,2026_or_older,https://oiaglobal.bufs.ac.kr/graduate,2026_or_older,https://www.bufs.ac.kr/bbs/board.php?bo_table=klce_pm02
부산장신대학교,univ,2027_adiga,adiga_2027 (downloaded),not_found,https://ipsi.bpu.ac.kr/pages.aspx?id=13,not_found,https://www.bpu.ac.kr/Pages.aspx?id=142
삼육대학교,univ,2027_own,https://ipsi.syu.ac.kr/2016_syu/pages/index.asp?p=29&b=B_1_1&bn=66691&m=read&cate=재외국민,2026_or_older,https://www.syu.ac.kr/mba/admission-guide/foreign-admission-guide-2/,2026_or_older,https://www.syu.ac.kr/iie/korean-course/course-introduction/
상명대학교,univ,2027_own,https://admission.smu.ac.kr/_seoul/board/bbs.html?bbsid=seoul_notice&mode=view&ctg_cd=kumin&bltn_seq=61743,2026_or_older,https://www.smu.ac.kr/grad/admission/recruitschedule.do,2027_guide,https://cklc.smu.ac.kr/international/curriculum/regular.do
상지대학교,univ,2026_or_older,https://www.sangji.ac.kr/prog/pdfDetail/Ka97152a8010Gq9dD8cj/view.do?detailNo=45946,unknown_year,https://www.sangji.ac.kr/gradgo/sub01_02.do,unknown_year,https://www.sangji.ac.kr/global/sub03_02.do
서강대학교,univ,2027_own,https://admission.sogang.ac.kr/upload/BBS0014/20260709133954H8KFV4.PDF,2026_or_older,https://gradsch.sogang.ac.kr/gradsch/gradsch03_3_1.html,2026_or_older,https://klec.sogang.ac.kr/?url=/dep_02/2211.php
서경대학교,univ,2027_own,https://go.skuniv.ac.kr/index.php?mid=notice&parent_srl=198&category=168497&document_srl=226872,2026_or_older,https://grad.skuniv.ac.kr/index.php?mid=admission_archives&document_srl=25789,2026_or_older,https://lcec.skuniv.ac.kr/8058
서울과학기술대학교,univ,2027_own,https://okep.moe.go.kr/board/view.do?board_manager_seq=16&menu_seq=22&board_seq=26945,2026_or_older,https://admission.seoultech.ac.kr/cms/FR_CON/index.do?MENU_ID=890,2026_or_older,https://klc.seoultech.ac.kr/course/guide
서울교육대학교,univ,2027_own,https://okep.moe.go.kr/board/view.do?board_manager_seq=16&menu_seq=22&board_seq=26946,2026_or_older,https://snue.ac.kr/grad/na/ntt/selectNttList.do?mi=3578&bbsId=4139,2026_or_older,https://language.snue.ac.kr/
서울기독대학교,univ,unknown_year,,not_found,https://www.scu.ac.kr/,not_found,
서울대학교,univ,2027_adiga,adiga_2027 (downloaded),2027_guide,https://admission.snu.ac.kr/international/notice?md=v&bbsidx=170609,2026_or_older,https://lei.snu.ac.kr/mobile/kr/klec/regular/regular.jsp
서울시립대학교,univ,2027_own,https://file.uos.ac.kr/upload/admission/2027%ED%95%99%EB%85%84%EB%8F%84%20%EC%88%98%EC%8B%9C%EB%AA%A8%EC%A7%91%20%EC%8B%A0%EC%9E%85%EC%83%9D%20%EB%AA%A8%EC%A7%91%EC%9A%94%EA%B0%95%20.pdf,2027_guide,https://oia.uos.ac.kr/oia/web/contents/OIA_Admission_01,2027_guide,https://klcp.uos.ac.kr/klcp/korNotice/view.do?list_id=KK01&seq=34&sort=4&menuid=2200005001000000000
서울신학대학교,univ,2026_or_older,https://www.stu.ac.kr/,2026_or_older,https://www.stu.ac.kr/,unknown_year,https://klei.stu.ac.kr/
서울여자대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://www.swu.ac.kr/grd/1116/subview.do,2027_guide,https://klc.swu.ac.kr/skin/page/info01.html
서울장신대학교,univ,2026_or_older,https://www.sjs.ac.kr/ht_ml/w_01ed/1321_i1.php,2026_or_older,https://www.sjs.ac.kr/admission/w_05ed/5000.php,not_found,
서울한영대학교,univ,2026_or_older,https://ipsi.shyu.ac.kr/fro_end/html/dep_04/4000.php,2026_or_older,https://grad.shyu.ac.kr/fro_end/html/dep_03/3200.php,2026_or_older,https://ili.shyu.ac.kr/fro_end/html/dep_04/4000.php
서원대학교,univ,2026_or_older,https://www.seowon.ac.kr/iphak/1137/subview.do,2026_or_older,https://www.seowon.ac.kr/bbs/seowon/44/90870/artclView.do,2027_guide,https://www.seowon.ac.kr/kli/4092/subview.do
선문대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://graduate.sunmoon.ac.kr/graduate/na/ntt/selectNttInfo.do?nttSn=1318476&bbsId=5249&mi=46007,2026_or_older,https://kli.sunmoon.ac.kr/new/
성결대학교,univ,2026_or_older,https://www.sungkyul.ac.kr/global/10073/subview.do,2026_or_older,https://www.sungkyul.ac.kr/bbs/skukr/94/43238/artclView.do,2026_or_older,https://fims.sungkyul.ac.kr/application/
성공회대학교,univ,2027_own,https://okep.moe.go.kr/board/view.do?board_manager_seq=16&menu_seq=22&board_seq=27029,2027_guide,https://www.skhu.ac.kr/bbs/skhu/109/60019/artclView.do,unknown_year,https://www.skhu.ac.kr/studykorean/5671/subview.do
성균관대학교,univ,2027_adiga,adiga_2027 (downloaded),2027_guide,https://admission-global.skku.edu/eng/etc/bbs_list.html?bbsid=global_notice_re_eng&ctg_cd=Graduate&page=1&skey=&keyword=&mode=view&bltn_seq=53803,2026_or_older,https://koreansli.skku.edu/ksli/process/regular_sw.do
성신여자대학교,univ,2027_own,https://ipsi.sungshin.ac.kr/guide/dataroom.htm?bbsid=notice&ctg_cd=all&mode=view&bltn_seq=35975,2026_or_older,https://www.sungshin.ac.kr/main_kor/17317/subview.do,unknown_year,https://www.sungshin.ac.kr/siie_kor/20413/subview.do
세명대학교,univ,2026_or_older,https://www.semyung.ac.kr/prog/info/ipsi/sub04_01/MJ04/list.do,2026_or_older,https://www.semyung.ac.kr/cop/bbs/BBSMSTR_000000000309/selectBoardArticle.do?nttId=470016,unknown_year,https://www.semyung.ac.kr/smiie.do
세종대학교,univ,2027_own,http://ipsi.sejong.ac.kr/ipsi/assistant/notice.do?mode=view&articleNo=2645&title=2027%ED%95%99%EB%85%84%EB%8F%84+%EC%9E%AC%EC%99%B8%EA%B5%AD%EB%AF%BC%EA%B3%BC+%EC%99%B8%EA%B5%AD%EC%9D%B8%EC%A0%84%ED%98%95+%EB%AA%A8%EC%A7%91%EC%9A%94%EA%B0%95+%EA%B3%B5%EC%A7%80,2026_or_older,https://graduate.sejong.ac.kr/graduate/admission/GSAG01_01.do,2027_guide,https://en.sejong.ac.kr/cms/etcResourceDown.do?key=$cms$BQUQcg4glAyiBSB5SB9AqmAkgNRAJRkwBUBNFOJVAGQEFI0aIQUBhcI-FGgEQFlMYhZCghpM3ZgCYADJIBs0gIwBmaQDoADgBMAZkA&site=$cms$KYOw5kA
세한대학교,univ,unknown_year,https://apply.sehan.ac.kr/apply/,unknown_year,https://house.sehan.ac.kr/grad/comm/notiList.do,unknown_year,https://www.sehan.ac.kr/sehan/271/subview.do
송원대학교,univ,2026_or_older,https://iec.songwon.ac.kr/,2026_or_older,https://graduate.songwon.ac.kr/,2026_or_older,https://iec.songwon.ac.kr/
수원가톨릭대학교,univ,2027_adiga,adiga_2027 (downloaded),not_found,https://www.suwoncatholic.ac.kr/,not_found,
수원대학교,univ,2027_own,https://ipsi.suwon.ac.kr/board/notice,not_found,https://www.suwon.ac.kr/index.html?menuno=1387,2026_or_older,https://koredu.suwon.ac.kr/
숙명여자대학교,univ,2027_adiga,adiga_2027 (downloaded),2027_guide,https://gs.sookmyung.ac.kr/gs/2141/subview.do,2026_or_older,https://lingua.sookmyung.ac.kr/
순천향대학교,univ,2026_or_older,https://sgee.sch.ac.kr/guide/guide01.php,2026_or_older,https://gradu.sch.ac.kr/boards/chk_view/sub03_04/47/20/,2026_or_older,https://sgee.sch.ac.kr/main/kor_main.php
숭실대학교,univ,2027_own,https://iphak.ssu.ac.kr/mojip/req.asp?flag=4&page_no=1_5_2,2026_or_older,https://grad.ssu.ac.kr/%EC%A0%95%EB%B3%B4%EA%B4%91%EC%9E%A5/%EA%B3%B5%EC%A7%80%EC%82%AC%ED%95%AD/,2026_or_older,https://language.ssu.ac.kr/app/html/dep_04/4100.php
신경주대학교,univ,2026_or_older,https://sgu.ac.kr/ko/admission/global_notices.php,2026_or_older,https://graduate.sgu.ac.kr/ko/main.php,not_found,
신라대학교,univ,2026_or_older,https://global.silla.ac.kr/global/index.php?pCode=admission09,unknown_year,https://www.silla.ac.kr/ko/index.php?pCode,2026_or_older,https://skli.silla.ac.kr/klec/
신한대학교,univ,2027_own,https://ipsi.shinhan.ac.kr/adm/info.do?cateId=3&bbsId=BBSMSTR_000000000054&relateImagePath=svis_3,2026_or_older,https://www.shinhan.ac.kr/bbs/graduate/749/119953/artclView.do,2027_guide,https://www.shinhan.ac.kr/kr/178/subview.do
아신대학교,univ,2027_own,https://www.acts.ac.kr/modules/board/bd_view.asp?no=1243&id=univ_admission&ca_no=5&left=fore1,2026_or_older,https://grad.acts.ac.kr/,not_found,https://www.acts.ac.kr/design/contents10.asp?code=15151115&left=acts6_2
아주대학교,univ,2027_own,https://www.iajou.ac.kr/notice/view.php?bn=78497&m_type=ALL,2026_or_older,https://www.ajou.ac.kr/gs/admission/guide-download.do,2026_or_older,https://www.ajou.ac.kr/iadmissions/korean/course.do
안양대학교,univ,2027_own,https://enter.anyang.ac.kr/10000025,2026_or_older,https://www.anyang.ac.kr/grad/index.do,not_found,
연세대학교,univ,2027_adiga,adiga_2027 (downloaded),2027_guide,https://graduate.yonsei.ac.kr/graduate/admission/forein_schedule.do,2026_or_older,https://www.yskli.com/course.php?mid=K01_02
영남대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://engraduate.yu.ac.kr/engraduate/main.do,2026_or_older,https://www.yu.ac.kr/kli/index.do
영남신학대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://entra.ytus.ac.kr,unknown_year,http://langytus.tcubemnet.com/content/38
영산대학교,univ,unknown_year,https://www.ysu.ac.kr/ipsi/,2026_or_older,https://gra.ysu.ac.kr/gra/CMS/Board/Board.do?mCode=MN063,2026_or_older,https://klec.ysu.ac.kr/klec/CMS/Board/Board.do?mCode=MN038
영산선학대학교,univ,not_found,https://youngsan.ac.kr/bbs/content.php?co_id=2_1_1,not_found,http://youngsan.ac.kr/,not_found,
예수대학교,univ,2027_adiga,adiga_2027 (downloaded),not_found,https://www.jesus.ac.kr/enter/?menu=188,not_found,
예원예술대학교,univ,unknown_year,https://admission.yewon.ac.kr/main/?menu=314,not_found,https://admission.yewon.ac.kr/main/?menu=334,2026_or_older,https://international.yewon.ac.kr/main/?menu=56
용인대학교,univ,2027_own,https://ipsi.yongin.ac.kr/foreign/overseas_susi.do,unknown_year,https://www.yongin.ac.kr/cmn/sym/mnu/mpm/605020000/htmlMenuView.do,2026_or_older,https://www.yongin.ac.kr/cmn/sym/mnu/mpm/602010000/htmlMenuView.do
우석대학교,univ,unknown_year,https://enter.woosuk.ac.kr/main/,unknown_year,http://grad.woosuk.ac.kr/main/,unknown_year,https://woosuk.ac.kr
우송대학교,univ,2027_adiga,adiga_2027 (downloaded),2026_or_older,https://www.wsu.ac.kr/page/index.jsp?code=college0202a,2027_guide,https://wkli.wsu.ac.kr/story/page/index.jsp?code=wkli020101a
울산대학교,univ,unknown_year,https://iphak.ulsan.ac.kr/main,2026_or_older,https://grad.ulsan.ac.kr/grad/3334,2026_or_older,https://international.ulsan.ac.kr/international/406?action=view&no=276523
